"DistrictID","DistrictName","DistrictClassification","SchoolYear","TeacherSalary","TeacherFTE","RecapturePaid"
81902,"FAIRFIELD ISD","NON-METROPOLITAN STABLE","1993-94",2919156,102.6982,0
81904,"TEAGUE ISD","NON-METROPOLITAN STABLE","1993-94",2083740,75.0002,0
81905,"WORTHAM ISD","RURAL","1993-94",809927,32.9953,0
81906,"DEW ISD","RURAL","1993-94",127050,5,0
82902,"DILLEY ISD","NON-METROPOLITAN STABLE","1993-94",1947768,73.2643,0
82903,"PEARSALL ISD","NON-METROPOLITAN STABLE","1993-94",4325496,167.8872,0
83901,"SEAGRAVES ISD","RURAL","1993-94",1507328,53.6664,0
83902,"LOOP ISD","RURAL","1993-94",560915,19.1184,0
83903,"SEMINOLE ISD","NON-METROPOLITAN STABLE","1993-94",4812299,157.438,0
84901,"DICKINSON ISD","OTHER CENTRAL CITY SUBURBAN","1993-94",9875931,347.6009,0
84902,"GALVESTON ISD","OTHER CENTRAL CITY","1993-94",19638099,626.7128,0
84903,"HIGH ISLAND ISD","RURAL","1993-94",593719,23.001,0
84904,"LA MARQUE ISD","OTHER CENTRAL CITY SUBURBAN","1993-94",8574289,298.993,0
84906,"TEXAS CITY ISD","OTHER CENTRAL CITY SUBURBAN","1993-94",12015786,373.2085,13175259
84908,"HITCHCOCK ISD","OTHER CENTRAL CITY SUBURBAN","1993-94",2624480,85.6655,0
84909,"SANTA FE ISD","OTHER CENTRAL CITY SUBURBAN","1993-94",6949771,239.8401,0
84910,"CLEAR CREEK ISD","MAJOR SUBURBAN","1993-94",42945490,1358.2914,0
84911,"FRIENDSWOOD ISD","OTHER CENTRAL CITY SUBURBAN","1993-94",6455953,223.7427,0
85902,"POST ISD","NON-METROPOLITAN STABLE","1993-94",1998446,78.1018,0
85903,"SOUTHLAND ISD","RURAL","1993-94",479642,18.3695,0
86024,"DOSS CONSOLIDATED CSD","RURAL","1993-94",74938,2.9999,0
86901,"FREDERICKSBURG ISD","NON-METROPOLITAN STABLE","1993-94",4734070,161.3295,0
86902,"HARPER ISD","NON-METROPOLITAN FAST GROWING","1993-94",585098,26.1003,0
87901,"GLASSCOCK COUNTY ISD","RURAL","1993-94",1088939,34.0005,1574190
88902,"GOLIAD ISD","NON-METROPOLITAN STABLE","1993-94",2305080,90.9676,0
89901,"GONZALES ISD","NON-METROPOLITAN STABLE","1993-94",4504746,175.2296,0
89903,"NIXON-SMILEY CISD","NON-METROPOLITAN STABLE","1993-94",1934639,73.9316,0
89905,"WAELDER ISD","RURAL","1993-94",546101,21.5232,0
90902,"LEFORS ISD","RURAL","1993-94",496409,17.9989,0
90903,"MCLEAN ISD","RURAL","1993-94",538819,19.5474,0
90904,"PAMPA ISD","NON-METROPOLITAN STABLE","1993-94",7095057,267.3918,0
90905,"GRANDVIEW-HOPKINS ISD","RURAL","1993-94",71288,4,0
91901,"BELLS ISD","NON-METROPOLITAN FAST GROWING","1993-94",1150388,51.2411,0
91902,"COLLINSVILLE ISD","RURAL","1993-94",757508,30.1228,0
91903,"DENISON ISD","INDEPENDENT TOWN","1993-94",7137581,249.179,0
91905,"HOWE ISD","NON-METROPOLITAN STABLE","1993-94",1523718,59.5981,0
91906,"SHERMAN ISD","INDEPENDENT TOWN","1993-94",10474715,360.245,0
91907,"TIOGA ISD","RURAL","1993-94",270706,12.0001,0
91908,"VAN ALSTYNE ISD","NON-METROPOLITAN STABLE","1993-94",1645714,62.1566,0
91909,"WHITESBORO ISD","NON-METROPOLITAN STABLE","1993-94",2178670,82.6275,0
91910,"WHITEWRIGHT ISD","RURAL","1993-94",1225421,47.8981,0
91913,"POTTSBORO ISD","NON-METROPOLITAN STABLE","1993-94",1792417,67.4473,0
91914,"S AND S CISD","RURAL","1993-94",1596294,54.9408,0
91917,"GUNTER ISD","RURAL","1993-94",825814,34.2834,0
91918,"TOM BEAN ISD","RURAL","1993-94",1207668,47.24,0
92901,"GLADEWATER ISD","OTHER CENTRAL CITY SUBURBAN","1993-94",3925130,148.7922,0
92902,"KILGORE ISD","OTHER CENTRAL CITY SUBURBAN","1993-94",6635961,231.0948,0
92903,"LONGVIEW ISD","OTHER CENTRAL CITY","1993-94",15396787,538.4742,0
92904,"PINE TREE ISD","OTHER CENTRAL CITY SUBURBAN","1993-94",9250017,308.6541,0
92906,"SABINE ISD","OTHER CENTRAL CITY SUBURBAN","1993-94",2534555,89.3516,0
92907,"SPRING HILL ISD","OTHER CENTRAL CITY SUBURBAN","1993-94",2609977,94.8512,0
92908,"WHITE OAK ISD","OTHER CENTRAL CITY SUBURBAN","1993-94",2576342,85.0053,0
93901,"ANDERSON-SHIRO CISD","RURAL","1993-94",918055,36.8933,0
93903,"IOLA ISD","RURAL","1993-94",766292,29.7977,0
93904,"NAVASOTA ISD","NON-METROPOLITAN STABLE","1993-94",4737468,182.8067,0
93905,"RICHARDS ISD","RURAL","1993-94",333629,15.2003,0
94901,"SEGUIN ISD","INDEPENDENT TOWN","1993-94",13454791,493.4072,0
94902,"SCHERTZ-CIBOLO-U CITY ISD","NON-METROPOLITAN STABLE","1993-94",7345947,280.1692,0
94903,"NAVARRO ISD","RURAL","1993-94",1323831,46.9369,0
94904,"MARION ISD","NON-METROPOLITAN STABLE","1993-94",1810319,70.5913,0
95901,"ABERNATHY ISD","NON-METROPOLITAN STABLE","1993-94",1985734,69.2812,0
95902,"COTTON CENTER ISD","RURAL","1993-94",465356,19.7065,0
95903,"HALE CENTER ISD","RURAL","1993-94",1408812,56.272,0
95904,"PETERSBURG ISD","RURAL","1993-94",974518,36.8484,0
95905,"PLAINVIEW ISD","INDEPENDENT TOWN","1993-94",10098697,382.4257,0
96904,"MEMPHIS ISD","RURAL","1993-94",1129919,44.5326,0
96905,"TURKEY-QUITAQUE ISD","RURAL","1993-94",671511,26.014,0
96908,"LAKEVIEW ISD","RURAL","1993-94",268410,12.0697,0
97902,"HAMILTON ISD","NON-METROPOLITAN STABLE","1993-94",1579950,60.5384,0
97903,"HICO ISD","NON-METROPOLITAN FAST GROWING","1993-94",1023136,42.1825,0
98901,"GRUVER ISD","RURAL","1993-94",1180484,41.1784,0
98903,"PRINGLE-MORSE CISD","RURAL","1993-94",301114,11.2189,388751
98904,"SPEARMAN ISD","RURAL","1993-94",1853908,64.6683,0
99902,"CHILLICOTHE ISD","RURAL","1993-94",581705,22.5006,0
99903,"QUANAH ISD","RURAL","1993-94",1883042,67.115,0
100903,"KOUNTZE ISD","NON-METROPOLITAN STABLE","1993-94",2417743,91.8331,0
100904,"SILSBEE ISD","INDEPENDENT TOWN","1993-94",6521396,241.1311,0
100905,"HARDIN-JEFFERSON ISD","OTHER CENTRAL CITY SUBURBAN","1993-94",3695394,134.6982,0
100907,"LUMBERTON ISD","INDEPENDENT TOWN","1993-94",4051944,153.4927,0
100908,"WEST HARDIN COUNTY CISD","RURAL","1993-94",1303935,48.8351,0
101902,"ALDINE ISD","MAJOR SUBURBAN","1993-94",80302911,2673.5593,0
101903,"ALIEF ISD","MAJOR SUBURBAN","1993-94",59119517,1936.5133,0
101905,"CHANNELVIEW ISD","MAJOR SUBURBAN","1993-94",9421483,316.51,0
101906,"CROSBY ISD","NON-METROPOLITAN STABLE","1993-94",6448151,219.4555,0
101907,"CYPRESS-FAIRBANKS ISD","MAJOR SUBURBAN","1993-94",83766683,2887.4408,0
101908,"DEER PARK ISD","MAJOR SUBURBAN","1993-94",20905595,624.3129,34430961
101909,"NORTH FOREST ISD","MAJOR SUBURBAN","1993-94",27280797,819.4585,0
101910,"GALENA PARK ISD","MAJOR SUBURBAN","1993-94",25394836,876.7035,0
101911,"GOOSE CREEK CISD","MAJOR SUBURBAN","1993-94",31487316,1038.5585,0
101912,"HOUSTON ISD","MAJOR URBAN","1993-94",346924861,11162.5864,0
101913,"HUMBLE ISD","MAJOR SUBURBAN","1993-94",37573021,1298.7712,0
101914,"KATY ISD","MAJOR SUBURBAN","1993-94",39233916,1264.6379,0
101915,"KLEIN ISD","MAJOR SUBURBAN","1993-94",53172430,1730.4919,0
101916,"LA PORTE ISD","MAJOR SUBURBAN","1993-94",14579283,455.3191,0
101917,"PASADENA ISD","MAJOR SUBURBAN","1993-94",66681298,2211.5093,0
101919,"SPRING ISD","MAJOR SUBURBAN","1993-94",35243850,1130.3472,0
101920,"SPRING BRANCH ISD","MAJOR SUBURBAN","1993-94",56672347,1768.1223,0
101921,"TOMBALL ISD","MAJOR SUBURBAN","1993-94",9467819,330.1652,0
101924,"SHELDON ISD","NON-METROPOLITAN STABLE","1993-94",8298529,261.8332,0
101925,"HUFFMAN ISD","NON-METROPOLITAN STABLE","1993-94",3699809,133.8792,0
102901,"KARNACK ISD","RURAL","1993-94",936886,37.7443,0
102902,"MARSHALL ISD","INDEPENDENT TOWN","1993-94",10007481,370.0692,0
102903,"WASKOM ISD","RURAL","1993-94",1678088,58.8931,0
102904,"HALLSVILLE ISD","NON-METROPOLITAN STABLE","1993-94",6154698,211.4597,0
102905,"HARLETON ISD","RURAL","1993-94",1096157,41.2802,0
102906,"ELYSIAN FIELDS ISD","NON-METROPOLITAN STABLE","1993-94",1755548,62.6206,0
103901,"CHANNING ISD","RURAL","1993-94",390626,14.7232,0
103902,"HARTLEY ISD","RURAL","1993-94",407213,16.0008,0
104901,"HASKELL CISD","RURAL","1993-94",1525314,58.7025,0
104902,"ROCHESTER COUNTY LINE ISD","RURAL","1993-94",432494,17.8953,0
104903,"RULE ISD","RURAL","1993-94",569164,21.1245,0
104907,"PAINT CREEK ISD","RURAL","1993-94",311335,13.4782,0
105902,"SAN MARCOS CISD","INDEPENDENT TOWN","1993-94",11943822,435.218,0
105904,"DRIPPING SPRINGS ISD","NON-METROPOLITAN FAST GROWING","1993-94",3775397,140.9981,0
105905,"WIMBERLEY ISD","NON-METROPOLITAN FAST GROWING","1993-94",2243585,80.8645,0
105906,"HAYS CISD","MAJOR SUBURBAN","1993-94",8229108,295.3278,0
106901,"CANADIAN ISD","RURAL","1993-94",2143930,67.7645,0
107901,"ATHENS ISD","INDEPENDENT TOWN","1993-94",5602117,212.2503,0
107902,"BROWNSBORO ISD","NON-METROPOLITAN STABLE","1993-94",3704441,139.9601,0
107904,"CROSS ROADS ISD","RURAL","1993-94",1017283,39.241,0
107905,"EUSTACE ISD","NON-METROPOLITAN STABLE","1993-94",1857247,73.468,0
107906,"MALAKOFF ISD","NON-METROPOLITAN STABLE","1993-94",1728056,71.9334,0
107907,"TRINIDAD ISD","RURAL","1993-94",532767,22.0752,0
107908,"MURCHISON ISD","RURAL","1993-94",281360,12.0004,0
107910,"LAPOYNOR ISD","RURAL","1993-94",902830,34.9983,0
108902,"DONNA ISD","OTHER CENTRAL CITY SUBURBAN","1993-94",14801126,524.4584,0
108903,"EDCOUCH-ELSA ISD","OTHER CENTRAL CITY SUBURBAN","1993-94",7608477,256.0998,0
108904,"EDINBURG CISD","OTHER CENTRAL CITY","1993-94",31388511,1064.4912,0
108905,"HIDALGO ISD","NON-METROPOLITAN STABLE","1993-94",4641402,160.2425,0
108906,"MCALLEN ISD","OTHER CENTRAL CITY","1993-94",42611220,1376.9687,0
108907,"MERCEDES ISD","OTHER CENTRAL CITY SUBURBAN","1993-94",8473207,285.4381,0
108908,"MISSION CISD","OTHER CENTRAL CITY SUBURBAN","1993-94",20221760,687.1959,0
108909,"PHARR-SAN JUAN-ALAMO ISD","OTHER CENTRAL CITY","1993-94",33271499,1076.9698,0
108910,"PROGRESO ISD","NON-METROPOLITAN FAST GROWING","1993-94",3097447,113.2124,0
108911,"SHARYLAND ISD","OTHER CENTRAL CITY SUBURBAN","1993-94",6100975,208.8117,0
108912,"LA JOYA ISD","OTHER CENTRAL CITY SUBURBAN","1993-94",22222494,783.8546,0
108913,"WESLACO ISD","OTHER CENTRAL CITY SUBURBAN","1993-94",21608325,737.9484,0
108914,"LA VILLA ISD","RURAL","1993-94",1501287,54.3055,0
108915,"MONTE ALTO ISD","RURAL","1993-94",1065252,38.3895,0
108916,"VALLEY VIEW ISD","OTHER CENTRAL CITY SUBURBAN","1993-94",2713555,101.1856,0
109901,"ABBOTT ISD","RURAL","1993-94",482452,18.5447,0
109902,"BYNUM ISD","RURAL","1993-94",399831,16.923,0
109903,"COVINGTON ISD","RURAL","1993-94",411188,17.5488,0
109904,"HILLSBORO ISD","INDEPENDENT TOWN","1993-94",2852215,112.7645,0
109905,"HUBBARD ISD","RURAL","1993-94",897220,37.487,0
109907,"ITASCA ISD","RURAL","1993-94",992306,39.5649,0
109908,"MALONE ISD","RURAL","1993-94",114880,5,0
109910,"MOUNT CALM ISD","RURAL","1993-94",309060,12.6103,0
109911,"WHITNEY ISD","INDEPENDENT TOWN","1993-94",1862109,78.4793,0
109912,"AQUILLA ISD","RURAL","1993-94",401129,16.6814,0
109913,"BLUM ISD","RURAL","1993-94",477629,21.0004,0
109914,"PENELOPE ISD","RURAL","1993-94",331878,12.654,0
110901,"ANTON ISD","RURAL","1993-94",760477,30.4224,0
110902,"LEVELLAND ISD","NON-METROPOLITAN STABLE","1993-94",7824279,270.8481,0
110905,"ROPES ISD","RURAL","1993-94",710795,28.5788,0
110906,"SMYER ISD","RURAL","1993-94",598636,22.4064,0
110907,"SUNDOWN ISD","RURAL","1993-94",1715032,53.0836,4805427
110908,"WHITHARRAL ISD","RURAL","1993-94",442753,17.0954,0
111901,"GRANBURY ISD","INDEPENDENT TOWN","1993-94",8767665,323.6355,0
111902,"LIPAN ISD","RURAL","1993-94",466419,19.491,0
111903,"TOLAR ISD","RURAL","1993-94",742378,28.0006,0
112901,"SULPHUR SPRINGS ISD","INDEPENDENT TOWN","1993-94",6616872,244.0726,0
112905,"CUMBY ISD","RURAL","1993-94",558656,23.2122,0
112906,"NORTH HOPKINS ISD","RURAL","1993-94",696056,28.2021,0
112907,"MILLER GROVE ISD","RURAL","1993-94",439667,18.7202,0
112908,"COMO-PICKTON CISD","NON-METROPOLITAN FAST GROWING","1993-94",1085817,42.1726,0
112909,"SALTILLO ISD","RURAL","1993-94",494590,19.6536,0
112910,"SULPHUR BLUFF ISD","RURAL","1993-94",505396,18.7555,0
113901,"CROCKETT ISD","NON-METROPOLITAN STABLE","1993-94",3018496,122.9508,0
113902,"GRAPELAND ISD","NON-METROPOLITAN STABLE","1993-94",1649881,62.9647,0
113903,"LOVELADY ISD","RURAL","1993-94",1121628,42.3916,0
113905,"LATEXO ISD","NON-METROPOLITAN FAST GROWING","1993-94",923104,35.4023,0
113906,"KENNARD ISD","RURAL","1993-94",999321,41.4972,0
114901,"BIG SPRING ISD","INDEPENDENT TOWN","1993-94",8161796,291.9414,0
114902,"COAHOMA ISD","NON-METROPOLITAN STABLE","1993-94",1943827,69.9917,0
114904,"FORSAN ISD","NON-METROPOLITAN FAST GROWING","1993-94",1295382,42.12,791721
115901,"FT HANCOCK ISD","RURAL","1993-94",600380,22.6863,0
115902,"SIERRA BLANCA ISD","RURAL","1993-94",460792,17.7154,0
115903,"DELL CITY ISD","RURAL","1993-94",447055,18.211,0
115904,"ALLAMOORE ISD","RURAL","1993-94",34284,0.8571,0
116901,"CADDO MILLS ISD","RURAL","1993-94",1377733,54.0008,0
116902,"CELESTE ISD","RURAL","1993-94",876435,34.7615,0
116903,"COMMERCE ISD","NON-METROPOLITAN STABLE","1993-94",2709501,103.1953,0
116905,"GREENVILLE ISD","INDEPENDENT TOWN","1993-94",9545926,349.0249,0
116906,"LONE OAK ISD","RURAL","1993-94",1029483,43.335,0
116908,"QUINLAN ISD","NON-METROPOLITAN STABLE","1993-94",3747010,156.6383,0
116909,"WOLFE CITY ISD","RURAL","1993-94",986745,40,0
116910,"CAMPBELL ISD","RURAL","1993-94",689738,27.0008,0
116915,"BLAND ISD","RURAL","1993-94",721678,28.9571,0
116916,"BOLES ISD","NON-METROPOLITAN FAST GROWING","1993-94",583558,25.0058,0
117901,"BORGER ISD","INDEPENDENT TOWN","1993-94",5900278,198.8729,0
117903,"SANFORD-FRITCH ISD","NON-METROPOLITAN STABLE","1993-94",2326476,85.7574,0
117904,"PLEMONS-STINNETT-PHILLIPS CISD","NON-METROPOLITAN STABLE","1993-94",2040897,71.9273,3626192
117907,"SPRING CREEK ISD","RURAL","1993-94",146016,6.63,0
118902,"IRION COUNTY ISD","RURAL","1993-94",1002346,33.0708,0
119901,"BRYSON ISD","RURAL","1993-94",531404,22.119,0
119902,"JACKSBORO ISD","NON-METROPOLITAN STABLE","1993-94",2180828,80.9763,0
119903,"PERRIN-WHITT CISD","NON-METROPOLITAN FAST GROWING","1993-94",705534,30.2643,0
120901,"EDNA ISD","NON-METROPOLITAN STABLE","1993-94",3323682,118.9987,0
120902,"GANADO ISD","RURAL","1993-94",1366507,48.1182,0
120905,"INDUSTRIAL ISD","NON-METROPOLITAN STABLE","1993-94",1837907,68.0679,0
121902,"BROOKELAND ISD","RURAL","1993-94",528349,20.9025,0
121903,"BUNA ISD","NON-METROPOLITAN STABLE","1993-94",3106204,115.5787,0
121904,"JASPER ISD","INDEPENDENT TOWN","1993-94",6069107,222.9657,0
121905,"KIRBYVILLE CISD","NON-METROPOLITAN STABLE","1993-94",2621141,98.6954,0
121906,"EVADALE ISD","RURAL","1993-94",1080067,36.5013,0
122901,"FT DAVIS ISD","RURAL","1993-94",856432,31.8907,0
122902,"VALENTINE ISD","RURAL","1993-94",339432,13.9989,0
123905,"NEDERLAND ISD","OTHER CENTRAL CITY SUBURBAN","1993-94",8715124,309.5327,0
123907,"PORT ARTHUR ISD","OTHER CENTRAL CITY SUBURBAN","1993-94",22075562,738.0793,0
123908,"PORT NECHES-GROVES ISD","OTHER CENTRAL CITY SUBURBAN","1993-94",8769901,285.9428,0
123910,"BEAUMONT ISD","OTHER CENTRAL CITY","1993-94",38207472,1287.0691,0
123913,"SABINE PASS ISD","RURAL","1993-94",759667,23.0165,0
123914,"HAMSHIRE-FANNETT ISD","NON-METROPOLITAN FAST GROWING","1993-94",3527902,120.8823,0
124901,"JIM HOGG COUNTY ISD","NON-METROPOLITAN STABLE","1993-94",2555919,87.9657,0
125901,"ALICE ISD","INDEPENDENT TOWN","1993-94",10689336,374.2645,0
125902,"BEN BOLT-PALITO BLANCO ISD","RURAL","1993-94",1100423,39.801,0
125903,"ORANGE GROVE ISD","NON-METROPOLITAN STABLE","1993-94",2254564,82.438,0
125905,"PREMONT ISD","NON-METROPOLITAN STABLE","1993-94",1754086,66.0218,0
125906,"LA GLORIA ISD","RURAL","1993-94",129692,6.2856,0
126901,"ALVARADO ISD","NON-METROPOLITAN STABLE","1993-94",3926346,151.5432,0
126902,"BURLESON ISD","INDEPENDENT TOWN","1993-94",9384876,325.3422,0
126903,"CLEBURNE ISD","INDEPENDENT TOWN","1993-94",9685792,347.8138,0
126904,"GRANDVIEW ISD","RURAL","1993-94",1639163,59.2456,0
126905,"JOSHUA ISD","NON-METROPOLITAN STABLE","1993-94",5068903,194.8237,0
126906,"KEENE ISD","NON-METROPOLITAN FAST GROWING","1993-94",1739626,71.7069,0
126907,"RIO VISTA ISD","RURAL","1993-94",1373725,55.0202,0
126908,"VENUS ISD","NON-METROPOLITAN STABLE","1993-94",1791355,74.3841,0
126911,"GODLEY ISD","RURAL","1993-94",1552253,58.4426,0
127901,"ANSON ISD","RURAL","1993-94",1603135,65.1464,0
127903,"HAMLIN ISD","RURAL","1993-94",1417328,56.4097,0
127904,"HAWLEY ISD","RURAL","1993-94",1379549,57.0043,0
127905,"LUEDERS-AVOCA ISD","RURAL","1993-94",537399,19.8321,0
127906,"STAMFORD ISD","NON-METROPOLITAN STABLE","1993-94",1543046,62.7235,0
128901,"KARNES CITY ISD","NON-METROPOLITAN STABLE","1993-94",2101961,80.3553,0
128902,"KENEDY ISD","NON-METROPOLITAN STABLE","1993-94",2044444,77.4951,0
128903,"RUNGE ISD","RURAL","1993-94",767312,30.629,0
128904,"FALLS CITY ISD","RURAL","1993-94",705208,25.7874,0
129901,"CRANDALL ISD","NON-METROPOLITAN FAST GROWING","1993-94",2316109,95.7392,0
129902,"FORNEY ISD","NON-METROPOLITAN STABLE","1993-94",3046247,112.2489,0
129903,"KAUFMAN ISD","NON-METROPOLITAN STABLE","1993-94",4013557,161.1668,0
129904,"KEMP ISD","NON-METROPOLITAN STABLE","1993-94",2407501,95.7418,0
129905,"MABANK ISD","NON-METROPOLITAN STABLE","1993-94",4161960,163.1073,0
129906,"TERRELL ISD","INDEPENDENT TOWN","1993-94",7103472,263.644,0
129910,"SCURRY-ROSSER ISD","RURAL","1993-94",1311605,52.341,0
130901,"BOERNE ISD","NON-METROPOLITAN FAST GROWING","1993-94",5754832,209.3515,0
130902,"COMFORT ISD","NON-METROPOLITAN STABLE","1993-94",1620724,62.0396,0
131001,"KENEDY COUNTY WIDE CSD","RURAL","1993-94",213626,7.0003,0
132902,"JAYTON-GIRARD ISD","RURAL","1993-94",676654,21.7727,7410511
133901,"CENTER POINT ISD","RURAL","1993-94",996123,41.0444,0
133902,"HUNT ISD","RURAL","1993-94",283616,9.9991,0
133903,"KERRVILLE ISD","INDEPENDENT TOWN","1993-94",7622524,265.5438,0
133904,"INGRAM ISD","NON-METROPOLITAN FAST GROWING","1993-94",2108679,84.2657,0
133905,"DIVIDE ISD","RURAL","1993-94",48400,1.7,0
134901,"JUNCTION ISD","RURAL","1993-94",1553656,62.5163,0
135001,"GUTHRIE CSD","RURAL","1993-94",617228,19.4287,2282264
136901,"BRACKETT ISD","RURAL","1993-94",1312340,47.0254,0
137901,"KINGSVILLE ISD","INDEPENDENT TOWN","1993-94",9935081,335.7526,0
137902,"RICARDO ISD","RURAL","1993-94",1002817,34.7711,0
137903,"RIVIERA ISD","NON-METROPOLITAN FAST GROWING","1993-94",1373658,51.2947,0
137904,"SANTA GERTRUDIS ISD","RURAL","1993-94",450154,13.7573,888513
138901,"GOREE ISD","RURAL","1993-94",284029,10.8645,0
138902,"KNOX CITY-O'BRIEN CISD","RURAL","1993-94",931767,34.9746,0
138903,"MUNDAY CISD","RURAL","1993-94",955119,36.4777,0
138904,"BENJAMIN ISD","RURAL","1993-94",266230,10.0473,0
139905,"CHISUM ISD","NON-METROPOLITAN FAST GROWING","1993-94",1362280,53.6782,0
139908,"ROXTON ISD","RURAL","1993-94",438997,17.5691,0
139909,"PARIS ISD","INDEPENDENT TOWN","1993-94",7591283,284.6533,0
139911,"NORTH LAMAR ISD","NON-METROPOLITAN STABLE","1993-94",4621335,173.5098,0
139912,"PRAIRILAND ISD","NON-METROPOLITAN STABLE","1993-94",1765281,67.574,0
140901,"AMHERST ISD","RURAL","1993-94",559463,22.0194,0
140904,"LITTLEFIELD ISD","NON-METROPOLITAN STABLE","1993-94",2624816,97.5132,0
140905,"OLTON ISD","RURAL","1993-94",1629557,61.5155,0
140906,"SPADE ISD","RURAL","1993-94",379253,15.7016,0
140907,"SPRINGLAKE-EARTH ISD","RURAL","1993-94",1059565,40.2657,0
140908,"SUDAN ISD","RURAL","1993-94",1205934,36.0831,3558372
141901,"LAMPASAS ISD","NON-METROPOLITAN STABLE","1993-94",4342542,170.1839,0
141902,"LOMETA ISD","RURAL","1993-94",523434,21.8143,0
142901,"COTULLA ISD","NON-METROPOLITAN STABLE","1993-94",2216709,88.3924,0
143901,"HALLETTSVILLE ISD","NON-METROPOLITAN STABLE","1993-94",1941802,68.3408,0
143902,"MOULTON ISD","RURAL","1993-94",687752,25.3536,0
143903,"SHINER ISD","RURAL","1993-94",1115999,41.0176,0
143904,"VYSEHRAD ISD","RURAL","1993-94",161707,6.4252,0
143905,"SWEET HOME ISD","RURAL","1993-94",116042,4.241,0
143906,"EZZELL ISD","RURAL","1993-94",154112,5.2144,0
144901,"GIDDINGS ISD","NON-METROPOLITAN STABLE","1993-94",2873134,113.458,0
144902,"LEXINGTON ISD","NON-METROPOLITAN STABLE","1993-94",1604334,60.715,0
144903,"DIME BOX ISD","RURAL","1993-94",515170,19.1207,0
145901,"BUFFALO ISD","RURAL","1993-94",1435402,53.9748,0
145902,"CENTERVILLE ISD","RURAL","1993-94",1210315,45.8228,0
145906,"NORMANGEE ISD","RURAL","1993-94",888332,35.0005,0
145907,"OAKWOOD ISD","RURAL","1993-94",673163,28.2143,0
145911,"LEON ISD","RURAL","1993-94",1309297,48.5725,0
146901,"CLEVELAND ISD","OTHER CENTRAL CITY SUBURBAN","1993-94",4841975,174.8799,0
146902,"DAYTON ISD","INDEPENDENT TOWN","1993-94",5744358,207.3613,0
146903,"DEVERS ISD","RURAL","1993-94",280979,10.5685,322856
146904,"HARDIN ISD","NON-METROPOLITAN STABLE","1993-94",2308768,81.5148,0
146905,"HULL-DAISETTA ISD","RURAL","1993-94",1705588,63.5833,0
146906,"LIBERTY ISD","NON-METROPOLITAN STABLE","1993-94",4594579,159.2029,0
146907,"TARKINGTON ISD","NON-METROPOLITAN STABLE","1993-94",2514317,96.0154,0
147901,"COOLIDGE ISD","RURAL","1993-94",571788,23.3713,0
147902,"GROESBECK ISD","NON-METROPOLITAN STABLE","1993-94",2974765,106.6857,6818804
147903,"MEXIA ISD","NON-METROPOLITAN STABLE","1993-94",3724883,141.0913,0
148901,"BOOKER ISD","RURAL","1993-94",881648,31.6279,0
148902,"FOLLETT ISD","RURAL","1993-94",528929,18.0451,0
148903,"HIGGINS ISD","RURAL","1993-94",442705,16.5004,0
148905,"DARROUZETT ISD","RURAL","1993-94",212601,7.3081,507953
149901,"GEORGE WEST ISD","NON-METROPOLITAN STABLE","1993-94",2511184,84.216,0
149902,"THREE RIVERS ISD","RURAL","1993-94",1888608,66.4767,0
150901,"LLANO ISD","NON-METROPOLITAN STABLE","1993-94",2047871,76.3723,0
152901,"LUBBOCK ISD","OTHER CENTRAL CITY","1993-94",55677306,2043.9913,0
152902,"NEW DEAL ISD","RURAL","1993-94",1155005,47.3081,0
152903,"SLATON ISD","NON-METROPOLITAN STABLE","1993-94",3397229,125.5007,0
152906,"LUBBOCK-COOPER ISD","OTHER CENTRAL CITY SUBURBAN","1993-94",2663363,102.5728,0
152907,"FRENSHIP ISD","OTHER CENTRAL CITY SUBURBAN","1993-94",7923032,297.858,0
152908,"ROOSEVELT ISD","OTHER CENTRAL CITY SUBURBAN","1993-94",2532845,95.6903,0
152909,"SHALLOWATER ISD","OTHER CENTRAL CITY SUBURBAN","1993-94",1797399,69.3349,0
152910,"IDALOU ISD","NON-METROPOLITAN STABLE","1993-94",1629476,59.8326,0
153903,"O'DONNELL ISD","RURAL","1993-94",970235,34.2551,0
153904,"TAHOKA ISD","RURAL","1993-94",1442940,58.3565,0
153905,"NEW HOME ISD","RURAL","1993-94",477593,18.3379,0
153907,"WILSON ISD","RURAL","1993-94",508581,21.1673,0
154901,"MADISONVILLE CISD","NON-METROPOLITAN STABLE","1993-94",3055455,112.9038,0
154903,"NORTH ZULCH ISD","RURAL","1993-94",566237,21.0014,0
155901,"JEFFERSON ISD","NON-METROPOLITAN STABLE","1993-94",2778888,105.2191,0
156902,"STANTON ISD","NON-METROPOLITAN STABLE","1993-94",2095241,71.0885,0
156905,"GRADY ISD","RURAL","1993-94",569455,19.4636,1014800
157901,"MASON ISD","RURAL","1993-94",1513516,56.1182,0
158901,"BAY CITY ISD","INDEPENDENT TOWN","1993-94",7413956,270.5306,0
158902,"TIDEHAVEN ISD","NON-METROPOLITAN STABLE","1993-94",2012987,68.0852,0
158904,"MATAGORDA ISD","RURAL","1993-94",309196,9.9999,0
158905,"PALACIOS ISD","NON-METROPOLITAN STABLE","1993-94",3704779,117.2943,0
158906,"VAN VLECK ISD","NON-METROPOLITAN STABLE","1993-94",1914703,65.0532,0
